0,2,65
0,3,65
0,2,62
0,2,73
0,5,60
0,3,57
0,3,65
0,0,58
0,2,56
0,4,56
0,2,67
0,3,70
0,2,60
0,2,59
0,0,58
0,3,51
0,3,73
0,2,61
0,4,65
0,2,63
0,2,74
0,2,71
0,1,63
0,3,51
0,0,65
0,5,70
0,1,71
0,0,61
0,0,64
0,2,61
0,0,63
0,0,73
0,4,57
0,1,64
0,1,71
0,2,61
0,0,60
0,4,67
0,0,62
0,2,63
0,1,64
0,4,74
0,3,69
0,1,57
0,0,75
0,1,66
0,0,63
0,0,66
0,1,64
0,2,70
0,3,68
0,4,72
0,3,69
0,3,62
0,2,67
0,3,68
0,0,64
0,3,69
0,1,64
0,0,59
0,1,63
0,1,78
0,3,55
0,2,63
0,2,49
0,2,71
0,0,74
0,1,62
0,1,63
0,1,55
0,3,63
0,1,59
0,3,73
0,1,62
0,4,70
0,3,63
0,2,65
0,4,64
0,1,63
0,0,61
0,3,70
0,1,70
0,0,68
0,5,60
0,2,57
0,2,58
0,3,72
0,2,57
0,3,71
0,3,59
0,2,58
0,2,70
0,1,67
0,1,66
0,1,64
0,1,62
0,0,64
0,0,67
0,3,58
0,1,66
2,1,61
2,3,68
2,0,58
2,1,68
2,2,60
2,0,70
2,2,60
2,2,53
2,2,64
2,1,54
2,3,59
2,0,63
2,2,60
2,1,68
2,3,53
2,1,62
2,1,59
2,0,54
2,3,64
2,3,70
2,1,62
2,0,55
2,0,67
2,1,58
2,1,56
2,1,56
2,1,58
2,2,68
2,3,67
2,3,66
2,2,61
2,1,64
2,1,66
2,2,69
2,1,59
2,4,69
2,0,65
2,3,65
2,1,53
2,2,61
2,4,68
2,2,74
2,2,68
2,4,63
2,1,64
2,2,59
2,0,58
2,1,64
2,0,65
2,1,64
2,1,62
2,1,75
2,2,65
2,3,56
2,1,57
2,2,65
2,1,57
2,1,70
2,3,69
2,1,63
2,1,67
2,3,67
2,0,66
2,1,58
2,0,66
2,1,70
2,0,63
2,0,60
2,1,58
2,1,59
2,1,68
2,2,57
2,1,66
2,1,67
2,0,61
2,1,61
2,4,61
2,1,62
2,3,66
2,0,58
2,3,66
2,2,60
2,1,68
2,0,64
2,2,53
2,0,69
2,1,52
2,2,54
2,1,58
2,2,63
2,1,68
2,1,59
2,1,59
2,2,58
2,1,65
2,5,61
2,0,62
2,7,70
2,3,66
2,2,71
5,3,64
5,2,61
5,1,67
5,5,56
5,1,63
5,3,61
5,1,62
5,2,59
5,1,55
5,1,61
5,5,55
5,5,50
5,2,51
5,2,59
5,4,67
5,5,55
5,4,60
5,5,66
5,3,61
5,2,58
5,1,58
5,4,53
5,1,56
5,4,61
5,3,59
5,2,61
5,1,55
5,3,61
5,1,58
5,1,63
5,5,64
5,1,55
5,5,61
5,3,56
5,1,61
5,3,54
5,0,61
5,2,66
5,2,66
5,2,64
5,3,59
5,1,68
5,2,59
5,3,59
5,2,56
5,5,56
5,2,63
5,3,65
5,3,57
5,5,67
5,4,71
5,3,57
5,2,59
5,1,55
5,1,59
5,6,55
5,5,63
5,3,49
5,3,56
5,1,61
5,1,62
5,1,58
5,5,63
5,5,66
5,3,55
5,4,61
5,2,54
5,3,58
5,4,65
5,1,54
5,1,50
5,2,59
5,1,59
5,0,57
5,1,56
5,5,72
5,1,48
5,1,64
5,1,60
5,1,65
5,3,70
5,2,61
5,3,47
5,2,66
5,3,66
5,1,61
5,2,52
5,3,59
5,1,53
5,2,49
5,4,62
5,2,58
5,2,55
5,0,62
5,2,56
5,1,58
5,2,55
5,3,57
5,1,60
5,1,60
7,4,59
7,5,53
7,0,61
7,5,62
7,3,55
7,5,64
7,4,65
7,5,48
7,0,62
7,4,58
7,4,50
7,4,57
7,4,62
7,2,55
7,3,62
7,5,59
7,2,61
7,4,54
7,2,55
7,5,55
7,3,65
7,3,58
7,5,57
7,2,63
7,4,59
7,3,66
7,3,57
7,3,66
7,3,59
7,3,64
7,5,60
7,3,56
7,4,56
7,6,55
7,2,55
7,3,64
7,4,65
7,1,52
7,1,54
7,1,61
7,1,63
7,1,59
7,3,62
7,4,54
7,4,61
7,2,62
7,2,58
7,4,55
7,1,57
7,6,61
7,2,51
7,3,63
7,5,63
7,1,56
7,3,49
7,2,56
7,3,56
7,2,55
7,4,54
7,3,57
7,6,52
7,2,58
7,4,60
7,2,57
7,5,52
7,3,66
7,5,64
7,2,55
7,4,66
7,2,58
7,2,59
7,3,56
7,4,63
7,5,54
7,1,56
7,2,58
7,4,58
7,1,54
7,4,59
7,1,50
7,2,61
7,4,58
7,3,55
7,5,53
7,2,61
7,3,51
7,4,55
7,3,51
7,1,61
7,4,60
7,5,58
7,3,61
7,2,61
7,2,54
7,2,55
7,5,48
7,2,65
7,2,56
7,5,66
7,2,56
10,5,58
10,4,56
10,5,53
10,6,51
10,3,59
10,4,61
10,5,53
10,4,49
10,5,57
10,6,50
10,6,54
10,9,60
10,4,68
10,1,54
10,4,56
10,5,62
10,3,58
10,4,55
10,3,54
10,7,54
10,5,60
10,3,53
10,6,57
10,5,64
10,1,60
10,4,60
10,6,55
10,2,49
10,5,55
10,5,55
10,9,58
10,6,59
10,5,59
10,3,54
10,5,57
10,4,56
10,4,56
10,5,59
10,4,54
10,6,63
10,3,51
10,3,55
10,3,53
10,6,56
10,5,62
10,6,60
10,5,57
10,5,57
10,4,59
10,3,51
10,4,46
10,7,52
10,7,52
10,4,58
10,4,58
10,6,59
10,4,51
10,3,61
10,6,60
10,5,44
10,5,53
10,5,51
10,4,63
10,4,56
10,3,56
10,2,57
10,5,51
10,5,58
10,6,52
10,5,56
10,7,63
10,5,58
10,4,63
10,4,60
10,6,58
10,4,60
10,4,58
10,2,54
10,4,60
10,3,57
10,6,55
10,7,53
10,4,61
10,5,59
10,5,56
10,5,55
10,5,56
10,3,57
10,4,51
10,6,62
10,4,53
10,6,52
10,3,57
10,5,63
10,7,58
10,8,54
10,8,58
10,4,57
10,7,48
10,6,55
12,5,51
12,5,50
12,7,54
12,6,57
12,10,55
12,5,62
12,4,58
12,7,53
12,3,48
12,7,56
12,7,59
12,8,47
12,8,59
12,7,58
12,4,56
12,6,53
12,3,52
12,6,57
12,8,50
12,6,53
12,5,57
12,9,54
12,7,60
12,4,58
12,7,53
12,8,58
12,7,59
12,6,54
12,7,57
12,7,59
12,7,53
12,4,53
12,7,55
12,6,59
12,6,54
12,4,58
12,8,60
12,5,57
12,7,55
12,4,49
12,5,53
12,8,60
12,7,49
12,6,57
12,5,54
12,6,57
12,6,52
12,8,52
12,8,56
12,5,57
12,10,59
12,6,57
12,7,57
12,5,52
12,4,56
12,7,61
12,3,54
12,6,57
12,5,57
12,4,55
12,8,54
12,6,51
12,7,55
12,7,62
12,8,57
12,5,55
12,5,52
12,6,50
12,7,56
12,8,53
12,3,58
12,7,54
12,6,59
12,4,55
12,6,54
12,5,59
12,5,56
12,8,60
12,5,61
12,9,54
12,5,57
12,6,51
12,7,54
12,7,52
12,7,57
12,8,56
12,5,58
12,6,56
12,10,49
12,7,54
12,4,55
12,5,54
12,5,54
12,8,52
12,10,52
12,4,54
12,4,56
12,4,60
12,7,57
12,6,54
15,7,54
15,8,55
15,8,52
15,7,53
15,6,56
15,9,55
15,8,52
15,8,52
15,10,54
15,8,52
15,8,53
15,7,53
15,8,53
15,6,52
15,8,53
15,8,54
15,11,53
15,9,54
15,7,54
15,8,51
15,8,51
15,8,50
15,8,54
15,9,52
15,11,53
15,8,53
15,9,53
15,7,53
15,8,53
15,9,57
15,7,53
15,6,55
15,8,56
15,8,53
15,9,53
15,7,49
15,9,56
15,9,54
15,6,51
15,8,52
15,8,52
15,6,51
15,10,54
15,8,54
15,9,56
15,10,54
15,7,54
15,9,54
15,10,52
15,7,57
15,11,53
15,10,50
15,8,52
15,7,51
15,7,52
15,11,55
15,8,52
15,8,53
15,7,53
15,8,50
15,9,54
15,6,55
